X,Y
0.0,0.0
5.0,0.0
10.0,0.0
15.0,0.0
20.0,0.0
25.0,0.0
30.0,0.0
35.0,0.0
40.0,0.0
45.0,0.0
50.0,0.0
55.0,0.0
60.0,0.0
65.0,0.0
70.0,0.0
75.0,0.0
80.0,0.0
85.0,0.0
90.0,0.0
95.0,0.0
100.0,0.0
105.0,0.0
110.0,0.0
115.0,0.0
120.0,0.0
125.0,0.0
130.0,0.0
135.0,0.0
140.0,0.0
145.0,0.0
150.0,0.0
155.0,0.0
160.0,0.0
165.0,0.0
170.0,0.0
175.0,0.0
180.0,0.0
185.0,0.0
190.0,0.0
195.0,0.0
200.0,0.0
205.0,0.0
210.0,0.0
215.0,0.0
220.0,0.0
225.0,0.0
230.0,0.0
235.0,0.0
240.0,0.0
245.0,0.0
250.0,0.0
255.0,0.0
260.0,0.0
265.0,0.0
270.0,0.0
275.0,0.0
280.0,0.0
285.0,0.0
290.0,0.0
295.0,0.0
300.0,0.0
305.0,0.0
310.0,0.0
315.0,0.0
320.0,0.0
325.0,0.0
330.0,0.0
335.0,0.0
340.0,0.0
345.0,0.0
350.0,0.0
355.0,0.0
360.0,0.0
365.0,0.0
370.0,0.0
375.0,0.0
380.0,0.0
385.0,0.0
390.0,0.0
395.0,0.0
400.0,0.0
405.0,0.0
410.0,0.0
415.0,0.0
0.0,20.0
0.0,15.0
5.0,20.0
10.0,20.0
15.0,20.0
20.0,20.0
25.0,20.0
30.0,20.0
35.0,20.0
40.0,20.0
45.0,20.0
50.0,20.0
55.0,20.0
60.0,20.0
65.0,20.0
70.0,20.0
75.0,20.0
80.0,20.0
85.0,20.0
90.0,20.0
95.0,20.0
100.0,20.0
105.0,20.0
110.0,20.0
115.0,20.0
120.0,20.0
125.0,20.0
130.0,20.0
135.0,20.0
140.0,20.0
145.0,20.0
150.0,20.0
155.0,20.0
160.0,20.0
165.0,20.0
170.0,20.0
175.0,20.0
180.0,20.0
185.0,20.0
190.0,20.0
195.0,20.0
200.0,20.0
205.0,20.0
210.0,20.0
215.0,15.0
220.0,15.0
225.0,15.0
230.0,15.0
235.0,15.0
240.0,15.0
245.0,15.0
250.0,15.0
255.0,15.0
260.0,15.0
265.0,15.0
270.0,15.0
275.0,15.0
280.0,15.0
285.0,15.0
290.0,15.0
295.0,15.0
300.0,15.0
305.0,15.0
310.0,15.0
315.0,15.0
320.0,15.0
325.0,15.0
330.0,15.0
335.0,15.0
340.0,15.0
345.0,15.0
350.0,15.0
355.0,15.0
360.0,15.0
365.0,15.0
370.0,15.0
375.0,15.0
380.0,15.0
385.0,15.0
390.0,15.0
395.0,15.0
400.0,15.0
405.0,15.0
410.0,15.0
0.0,-20.0
0.0,-15.0
5.0,-20.0
10.0,-20.0
15.0,-20.0
20.0,-20.0
25.0,-20.0
30.0,-20.0
35.0,-20.0
40.0,-20.0
45.0,-20.0
50.0,-20.0
55.0,-20.0
60.0,-20.0
65.0,-20.0
70.0,-20.0
75.0,-20.0
80.0,-20.0
85.0,-20.0
90.0,-20.0
95.0,-20.0
100.0,-20.0
105.0,-20.0
110.0,-20.0
115.0,-20.0
120.0,-20.0
125.0,-20.0
130.0,-20.0
135.0,-20.0
140.0,-20.0
145.0,-20.0
150.0,-20.0
155.0,-20.0
160.0,-20.0
165.0,-20.0
170.0,-20.0
175.0,-20.0
180.0,-20.0
185.0,-20.0
190.0,-20.0
195.0,-20.0
200.0,-20.0
205.0,-20.0
210.0,-20.0
215.0,-15.0
220.0,-15.0
225.0,-15.0
230.0,-15.0
235.0,-15.0
240.0,-15.0
245.0,-15.0
250.0,-15.0
255.0,-15.0
260.0,-15.0
265.0,-15.0
270.0,-15.0
275.0,-15.0
280.0,-15.0
285.0,-15.0
290.0,-15.0
295.0,-15.0
300.0,-15.0
305.0,-15.0
310.0,-15.0
315.0,-15.0
320.0,-15.0
325.0,-15.0
330.0,-15.0
335.0,-15.0
340.0,-15.0
345.0,-15.0
350.0,-15.0
355.0,-15.0
360.0,-15.0
365.0,-15.0
370.0,-15.0
375.0,-15.0
380.0,-15.0
385.0,-15.0
390.0,-15.0
395.0,-15.0
400.0,-15.0
405.0,-15.0
410.0,-15.0
0.0,30.0
5.0,30.0
10.0,30.0
15.0,30.0
20.0,30.0
25.0,30.0
30.0,30.0
35.0,30.0
40.0,30.0
45.0,30.0
50.0,30.0
55.0,30.0
60.0,30.0
65.0,30.0
70.0,30.0
75.0,30.0
80.0,30.0
85.0,30.0
90.0,30.0
95.0,30.0
100.0,30.0
105.0,30.0
110.0,30.0
115.0,30.0
120.0,30.0
125.0,30.0
130.0,30.0
135.0,30.0
140.0,30.0
145.0,30.0
150.0,30.0
155.0,30.0
160.0,30.0
165.0,30.0
170.0,30.0
175.0,30.0
180.0,30.0
185.0,30.0
190.0,30.0
195.0,30.0
200.0,30.0
205.0,30.0
210.0,30.0
215.0,30.0
220.0,30.0
225.0,30.0
230.0,30.0
235.0,30.0
240.0,30.0
245.0,30.0
250.0,30.0
255.0,30.0
260.0,30.0
265.0,30.0
270.0,30.0
275.0,30.0
280.0,30.0
285.0,30.0
290.0,30.0
295.0,30.0
300.0,30.0
305.0,30.0
310.0,30.0
315.0,30.0
320.0,30.0
325.0,30.0
330.0,30.0
335.0,30.0
340.0,30.0
345.0,30.0
350.0,30.0
355.0,30.0
360.0,30.0
365.0,30.0
370.0,30.0
375.0,30.0
380.0,30.0
